C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0001.jpg,dataset\leopard\0001.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0002.jpg,dataset\leopard\0002.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0003.jpg,dataset\leopard\0003.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0004.jpg,dataset\leopard\0004.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0005.jpg,dataset\leopard\0005.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0006.jpg,dataset\leopard\0006.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0007.jpg,dataset\leopard\0007.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0008.jpg,dataset\leopard\0008.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0009.jpg,dataset\leopard\0009.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0010.jpg,dataset\leopard\0010.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0011.jpg,dataset\leopard\0011.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0012.jpg,dataset\leopard\0012.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0013.jpg,dataset\leopard\0013.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0014.jpg,dataset\leopard\0014.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0015.jpg,dataset\leopard\0015.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0016.jpg,dataset\leopard\0016.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0017.jpg,dataset\leopard\0017.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0018.jpg,dataset\leopard\0018.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0019.jpg,dataset\leopard\0019.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0020.jpg,dataset\leopard\0020.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0021.jpg,dataset\leopard\0021.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0022.jpg,dataset\leopard\0022.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0023.jpg,dataset\leopard\0023.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0024.jpg,dataset\leopard\0024.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0025.jpg,dataset\leopard\0025.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0026.jpg,dataset\leopard\0026.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0027.jpg,dataset\leopard\0027.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0028.jpg,dataset\leopard\0028.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0029.jpg,dataset\leopard\0029.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0030.jpg,dataset\leopard\0030.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0031.jpg,dataset\leopard\0031.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\leopard\0032.jpg,dataset\leopard\0032.jpg,leopard
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0001.jpg,dataset\tiger\0001.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0002.jpg,dataset\tiger\0002.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0003.jpg,dataset\tiger\0003.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0004.jpg,dataset\tiger\0004.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0005.jpg,dataset\tiger\0005.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0006.jpg,dataset\tiger\0006.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0007.jpg,dataset\tiger\0007.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0008.jpg,dataset\tiger\0008.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0009.jpg,dataset\tiger\0009.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0010.jpg,dataset\tiger\0010.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0011.jpg,dataset\tiger\0011.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0012.jpg,dataset\tiger\0012.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0013.jpg,dataset\tiger\0013.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0014.jpg,dataset\tiger\0014.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0015.jpg,dataset\tiger\0015.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0016.jpg,dataset\tiger\0016.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0017.jpg,dataset\tiger\0017.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0018.jpg,dataset\tiger\0018.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0019.jpg,dataset\tiger\0019.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0020.jpg,dataset\tiger\0020.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0021.jpg,dataset\tiger\0021.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0022.jpg,dataset\tiger\0022.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0023.jpg,dataset\tiger\0023.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0024.jpg,dataset\tiger\0024.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0025.jpg,dataset\tiger\0025.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0026.jpg,dataset\tiger\0026.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0027.jpg,dataset\tiger\0027.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0028.jpg,dataset\tiger\0028.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0029.jpg,dataset\tiger\0029.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0030.jpg,dataset\tiger\0030.jpg,tiger
C:\Users\tihoo\Desktop\Study\Programming\python-lab-2-1\dataset\tiger\0031.jpg,dataset\tiger\0031.jpg,tiger
